year,month,monthly anomaly,monthly unc.,annual anomaly,annual unc.,five-year anomaly,five-year unc.,ten-year anomaly,ten-year unc.,twenty-year anomaly,twenty-year unc.
1865.6,-0.343,0.228,-0.358,0.167,-0.362,0.130,-0.397,0.106,-0.411,0.083
1865.7,-0.255,0.243,-0.357,0.167,-0.367,0.129,-0.396,0.105,-0.410,0.083
1865.8,-0.271,0.242,-0.354,0.167,-0.375,0.127,-0.397,0.105,-0.410,0.083
1865.9,-0.296,0.214,-0.352,0.166,-0.374,0.126,-0.397,0.104,-0.409,0.083
1865.10,-0.261,0.220,-0.358,0.167,-0.373,0.126,-0.397,0.104,-0.409,0.083
1865.11,-0.240,0.325,-0.361,0.165,-0.371,0.126,-0.395,0.104,-0.410,0.082
1865.12,-0.542,0.310,-0.355,0.163,-0.367,0.126,-0.391,0.104,-0.409,0.082
1866.1,-0.015,0.317,-0.329,0.160,-0.358,0.125,-0.386,0.104,-0.410,0.082
1866.2,-0.397,0.310,-0.328,0.158,-0.351,0.124,-0.384,0.104,-0.410,0.083
1866.3,-0.502,0.248,-0.337,0.159,-0.346,0.123,-0.381,0.104,-0.409,0.083
1866.4,-0.581,0.270,-0.347,0.160,-0.337,0.122,-0.378,0.103,-0.409,0.083
1866.5,-0.395,0.233,-0.343,0.153,-0.336,0.121,-0.376,0.103,-0.410,0.083
1866.6,-0.272,0.200,-0.299,0.151,-0.330,0.120,-0.375,0.102,-0.411,0.083
1866.7,0.063,0.190,-0.316,0.154,-0.322,0.119,-0.373,0.102,-0.411,0.083
1866.8,-0.259,0.234,-0.318,0.156,-0.315,0.119,-0.373,0.101,-0.409,0.083
1866.9,-0.407,0.229,-0.308,0.158,-0.316,0.119,-0.373,0.101,-0.408,0.083
1866.10,-0.389,0.255,-0.282,0.159,-0.313,0.118,-0.371,0.100,-0.407,0.083
1866.11,-0.190,0.217,-0.293,0.161,-0.313,0.117,-0.373,0.100,-0.406,0.083
1866.12,-0.012,0.310,-0.297,0.159,-0.314,0.118,-0.372,0.099,-0.407,0.083
1867.1,-0.220,0.378,-0.326,0.162,-0.314,0.117,-0.369,0.099,-0.406,0.083
1867.2,-0.418,0.319,-0.336,0.162,-0.311,0.117,-0.366,0.099,-0.404,0.083
1867.3,-0.388,0.269,-0.322,0.161,-0.303,0.118,-0.365,0.099,-0.402,0.083
1867.4,-0.265,0.256,-0.295,0.159,-0.301,0.117,-0.363,0.098,-0.399,0.083
1867.5,-0.523,0.193,-0.263,0.165,-0.297,0.118,-0.362,0.098,-0.396,0.083
1867.6,-0.317,0.188,-0.278,0.164,-0.295,0.118,-0.361,0.097,-0.394,0.083
1867.7,-0.291,0.204,-0.305,0.157,-0.300,0.117,-0.359,0.097,-0.391,0.083
1867.8,-0.378,0.227,-0.327,0.152,-0.302,0.116,-0.355,0.096,-0.389,0.083
1867.9,-0.243,0.196,-0.325,0.149,-0.299,0.114,-0.351,0.095,-0.386,0.083
1867.10,-0.056,0.226,-0.320,0.148,-0.296,0.114,-0.348,0.095,-0.383,0.084
1867.11,0.195,0.317,-0.289,0.149,-0.295,0.113,-0.346,0.095,-0.380,0.084
1867.12,-0.198,0.347,-0.273,0.149,-0.292,0.112,-0.341,0.094,-0.379,0.083
1868.1,-0.540,0.301,-0.244,0.146,-0.290,0.110,-0.342,0.094,-0.378,0.084
1868.2,-0.680,0.275,-0.219,0.146,-0.291,0.109,-0.341,0.093,-0.374,0.084
1868.3,-0.370,0.262,-0.222,0.145,-0.290,0.108,-0.340,0.092,-0.370,0.084
1868.4,-0.210,0.260,-0.220,0.144,-0.292,0.106,-0.342,0.091,-0.368,0.084
1868.5,-0.143,0.227,-0.267,0.135,-0.294,0.105,-0.343,0.091,-0.366,0.083
1868.6,-0.131,0.193,-0.263,0.137,-0.295,0.104,-0.342,0.091,-0.364,0.083
1868.7,0.065,0.175,-0.235,0.142,-0.304,0.103,-0.339,0.090,-0.362,0.083
1868.8,-0.079,0.200,-0.184,0.148,-0.307,0.101,-0.337,0.090,-0.360,0.083
1868.9,-0.288,0.185,-0.194,0.156,-0.303,0.100,-0.335,0.089,-0.357,0.083
1868.10,-0.029,0.210,-0.203,0.148,-0.295,0.099,-0.332,0.088,-0.356,0.082
1868.11,-0.363,0.204,-0.211,0.151,-0.294,0.099,-0.332,0.088,-0.355,0.082
1868.12,-0.155,0.340,-0.222,0.149,-0.294,0.098,-0.330,0.087,-0.353,0.082
1869.1,-0.205,0.370,-0.251,0.147,-0.298,0.097,-0.326,0.087,-0.352,0.082
1869.2,-0.069,0.432,-0.264,0.151,-0.297,0.097,-0.325,0.087,-0.351,0.081
1869.3,-0.482,0.315,-0.249,0.146,-0.297,0.095,-0.326,0.086,-0.350,0.081
1869.4,-0.327,0.215,-0.267,0.140,-0.295,0.094,-0.326,0.086,-0.351,0.081
1869.5,-0.237,0.179,-0.255,0.143,-0.302,0.092,-0.327,0.085,-0.352,0.081
1869.6,-0.266,0.272,-0.279,0.131,-0.309,0.091,-0.328,0.085,-0.351,0.080
1869.7,-0.279,0.185,-0.289,0.123,-0.313,0.089,-0.329,0.085,-0.351,0.080
1869.8,-0.236,0.220,-0.327,0.118,-0.314,0.088,-0.327,0.085,-0.350,0.080
1869.9,-0.112,0.186,-0.318,0.114,-0.313,0.088,-0.324,0.085,-0.348,0.079
1869.10,-0.234,0.184,-0.318,0.117,-0.315,0.086,-0.324,0.084,-0.347,0.079
1869.11,-0.222,0.219,-0.320,0.119,-0.310,0.085,-0.324,0.085,-0.347,0.079
